Sample,Species,Classification,Threat,Cells Counted ,Frames counted,Total Count
1322,Ceratium furca,Dinoflagellate,,3,39,385
1323,Ceratium furca,Dinoflagellate,,2,36,278
1324,Ceratium furca,Dinoflagellate,,1,43,116
1325,Ceratium furca,Dinoflagellate,,6,47,638
1,Ceratium fusus,Dinoflagellate,, 2 ,20,100
2,Ceratium fusus,Dinoflagellate,, 4 ,20,200
3,Ceratium fusus,Dinoflagellate,, 1 ,20,50
4,Ceratium fusus,Dinoflagellate,, 2 ,20,100
5,Ceratium fusus,Dinoflagellate,, 2 ,20,100
6,Ceratium fusus,Dinoflagellate,, 2 ,20,100
7,Ceratium fusus,Dinoflagellate,, 1 ,20,50
8,Ceratium fusus,Dinoflagellate,, 2 ,20,100
9,Ceratium fusus,Dinoflagellate,, 4 ,20,200
10,Ceratium fusus,Dinoflagellate,, 8 ,20,400
11,Ceratium fusus,Dinoflagellate,, 6 ,20,300
12,Ceratium fusus,Dinoflagellate,, 3 ,20,150
13,Ceratium fusus,Dinoflagellate,, 3 ,20,150
14,Ceratium fusus,Dinoflagellate,, 2 ,20,100
15,Ceratium fusus,Dinoflagellate,, 2 ,20,100
16,Ceratium fusus,Dinoflagellate,, 2 ,20,100
17,Ceratium fusus,Dinoflagellate,, 3 ,20,150
18,Ceratium fusus,Dinoflagellate,, 9 ,20,450
19,Ceratium fusus,Dinoflagellate,, 6 ,20,300
20,Ceratium fusus,Dinoflagellate,, 24 ,20,1200
21,Ceratium fusus,Dinoflagellate,, 33 ,20,1650
22,Ceratium fusus,Dinoflagellate,, 171 ,20,8550
23,Ceratium fusus,Dinoflagellate,, 14 ,20,700
24,Ceratium fusus,Dinoflagellate,, 1 ,20,50
27,Ceratium fusus,Dinoflagellate,, 2 ,20,100
29,Ceratium fusus,Dinoflagellate,, 1 ,20,50
30,Ceratium fusus,Dinoflagellate,, 3 ,20,150
32,Ceratium fusus,Dinoflagellate,, 6 ,20,300
34,Ceratium fusus,Dinoflagellate,, 3 ,20,150
35,Ceratium fusus,Dinoflagellate,, 5 ,20,250
36,Ceratium fusus,Dinoflagellate,, 7 ,20,350
37,Ceratium fusus,Dinoflagellate,, 3 ,20,150
38,Ceratium fusus,Dinoflagellate,, 3 ,20,150
43,Ceratium fusus,Dinoflagellate,, 1 ,20,50
45,Ceratium fusus,Dinoflagellate,, 1 ,20,50
46,Ceratium fusus,Dinoflagellate,, 1 ,20,50
47,Ceratium fusus,Dinoflagellate,, 6 ,20,300
48,Ceratium fusus,Dinoflagellate,, 4 ,20,200
49,Ceratium fusus,Dinoflagellate,, 2 ,20,100
50,Ceratium fusus,Dinoflagellate,, 1 ,20,50
51,Ceratium fusus,Dinoflagellate,, 10 ,20,500
52,Ceratium fusus,Dinoflagellate,, 5 ,20,250
54,Ceratium fusus,Dinoflagellate,, 3 ,20,150
56,Ceratium fusus,Dinoflagellate,, 1 ,20,50
57,Ceratium fusus,Dinoflagellate,, 2 ,20,100
58,Ceratium fusus,Dinoflagellate,, 10 ,20,500
59,Ceratium fusus,Dinoflagellate,, 5 ,20,250
63,Ceratium fusus,Dinoflagellate,, 4 ,20,200
64,Ceratium fusus,Dinoflagellate,, 4 ,20,200
65,Ceratium fusus,Dinoflagellate,, 3 ,20,150
76,Ceratium fusus,Dinoflagellate,, 5 ,20,250
77,Ceratium fusus,Dinoflagellate,, 1 ,20,50
79,Ceratium fusus,Dinoflagellate,, 1 ,20,50
80,Ceratium fusus,Dinoflagellate,, 1 ,20,50
148,Ceratium fusus,Dinoflagellate,, 1 ,20,50
150,Ceratium fusus,Dinoflagellate,, 1 ,20,50
174,Ceratium fusus,Dinoflagellate,, 2 ,20,100
175,Ceratium fusus,Dinoflagellate,, 6 ,20,300
178,Ceratium fusus,Dinoflagellate,, 2 ,20,100
186,Ceratium fusus,Dinoflagellate,, 5 ,20,250
187,Ceratium fusus,Dinoflagellate,, 3 ,20,150
191,Ceratium fusus,Dinoflagellate,, 1 ,20,50
192,Ceratium fusus,Dinoflagellate,, 1 ,20,50
194,Ceratium fusus,Dinoflagellate,, 3 ,20,150
196,Ceratium fusus,Dinoflagellate,, 5 ,20,250
197,Ceratium fusus,Dinoflagellate,, 1 ,20,50
202,Ceratium fusus,Dinoflagellate,, 3 ,20,150
203,Ceratium fusus,Dinoflagellate,, 2 ,20,100
206,Ceratium fusus,Dinoflagellate,, 4 ,20,200
212,Ceratium fusus,Dinoflagellate,, 5 ,20,250
214,Ceratium fusus,Dinoflagellate,, 5 ,20,250
228,Ceratium fusus,Dinoflagellate,, 2 ,20,100
229,Ceratium fusus,Dinoflagellate,, 1 ,20,50
230,Ceratium fusus,Dinoflagellate,, 1 ,20,50
254,Ceratium fusus,Dinoflagellate,, 1 ,20,50
260,Ceratium fusus,Dinoflagellate,, 3 ,20,150
263,Ceratium fusus,Dinoflagellate,, 1 ,20,50
272,Ceratium fusus,Dinoflagellate,, 1 ,20,50
273,Ceratium fusus,Dinoflagellate,, 3 ,20,150
274,Ceratium fusus,Dinoflagellate,, 1 ,20,50
275,Ceratium fusus,Dinoflagellate,, 1 ,20,50
276,Ceratium fusus,Dinoflagellate,, 2 ,20,100
298,Ceratium fusus,Dinoflagellate,, 6 ,20,300
302,Ceratium fusus,Dinoflagellate,, 2 ,20,100
345,Ceratium fusus,Dinoflagellate,, 1 ,10,100
346,Ceratium fusus,Dinoflagellate,, 1 ,10,100
347,Ceratium fusus,Dinoflagellate,, 2 ,10,200
353,Ceratium fusus,Dinoflagellate,, 7 ,5,1400
358,Ceratium fusus,Dinoflagellate,, 2 ,5,400
374,Ceratium fusus,Dinoflagellate,, 2 ,20,100
376,Ceratium fusus,Dinoflagellate,, 7 ,20,350
378,Ceratium fusus,Dinoflagellate,, 3 ,20,150
379,Ceratium fusus,Dinoflagellate,, 2 ,20,100
380,Ceratium fusus,Dinoflagellate,, 1 ,20,50
382,Ceratium fusus,Dinoflagellate,, 12 ,20,600
383,Ceratium fusus,Dinoflagellate,, 3 ,20,150
385,Ceratium fusus,Dinoflagellate,, 8 ,20,400
385,Ceratium fusus,Dinoflagellate,, 12 ,20,600
387,Ceratium fusus,Dinoflagellate,, 3 ,20,150
388,Ceratium fusus,Dinoflagellate,, 5 ,20,250
389,Ceratium fusus,Dinoflagellate,, 5 ,20,250
390,Ceratium fusus,Dinoflagellate,, 2 ,20,100
391,Ceratium fusus,Dinoflagellate,, 5 ,20,250
392,Ceratium fusus,Dinoflagellate,, 1 ,20,50
393,Ceratium fusus,Dinoflagellate,, 2 ,20,100
398,Ceratium fusus,Dinoflagellate,, 3 ,20,150
399,Ceratium fusus,Dinoflagellate,, 1 ,20,50
400,Ceratium fusus,Dinoflagellate,, 2 ,20,100
401,Ceratium fusus,Dinoflagellate,, 2 ,20,100
402,Ceratium fusus,Dinoflagellate,, 4 ,20,200
403,Ceratium fusus,Dinoflagellate,, 8 ,20,400
538,Ceratium fusus,Dinoflagellate,, 5 ,10,500
539,Ceratium fusus,Dinoflagellate,, 2 ,10,200
570,Ceratium fusus,Dinoflagellate,, 10 ,20,500
571,Ceratium fusus,Dinoflagellate,, 3 ,20,150
572,Ceratium fusus,Dinoflagellate,, 6 ,20,300
573,Ceratium fusus,Dinoflagellate,, 2 ,20,100
574,Ceratium fusus,Dinoflagellate,, 10 ,20,500
575,Ceratium fusus,Dinoflagellate,, 5 ,20,250
956,Ceratium fusus,Dinoflagellate,,13,20,3250
957,Ceratium fusus,Dinoflagellate,,14,20,3500
958,Ceratium fusus,Dinoflagellate,,12,20,3000
959,Ceratium fusus,Dinoflagellate,,16,20,4000
960,Ceratium fusus,Dinoflagellate,,6,20,1500
961,Ceratium fusus,Dinoflagellate,,20,20,5000
962,Ceratium fusus,Dinoflagellate,,10,20,2500
963,Ceratium fusus,Dinoflagellate,,7,20,1750
964,Ceratium fusus,Dinoflagellate,,8,20,2000
965,Ceratium fusus,Dinoflagellate,,17,20,4250
966,Ceratium fusus,Dinoflagellate,,4,20,1000
967,Ceratium fusus,Dinoflagellate,,11,20,2750
968,Ceratium fusus,Dinoflagellate,,5,20,1250
970,Ceratium fusus,Dinoflagellate,,1,20,250
974,Ceratium fusus,Dinoflagellate,,2,20,500
975,Ceratium fusus,Dinoflagellate,,1,20,250
980,Ceratium fusus,Dinoflagellate,,9,20,2250
981,Ceratium fusus,Dinoflagellate,,2,20,500
984,Ceratium fusus,Dinoflagellate,,12,20,3000
985,Ceratium fusus,Dinoflagellate,,5,20,1250
986,Ceratium fusus,Dinoflagellate,,10,20,2500
987,Ceratium fusus,Dinoflagellate,,9,20,2250
988,Ceratium fusus,Dinoflagellate,,3,20,750
989,Ceratium fusus,Dinoflagellate,,2,20,500
992,Ceratium fusus,Dinoflagellate,,8,20,2000
993,Ceratium fusus,Dinoflagellate,,3,20,750
994,Ceratium fusus,Dinoflagellate,,5,20,1250
995,Ceratium fusus,Dinoflagellate,,4,20,1000
996,Ceratium fusus,Dinoflagellate,,4,20,1000
997,Ceratium fusus,Dinoflagellate,,3,20,750
998,Ceratium fusus,Dinoflagellate,,8,20,2000
1004,Ceratium fusus,Dinoflagellate,,1,20,250
1006,Ceratium fusus,Dinoflagellate,,10,20,2500
1008,Ceratium fusus,Dinoflagellate,,7,20,1750
1020,Ceratium fusus,Dinoflagellate,,1,20,250
1021,Ceratium fusus,Dinoflagellate,,3,20,750
1022,Ceratium fusus,Dinoflagellate,,4,20,1000
1023,Ceratium fusus,Dinoflagellate,,4,20,1000
1024,Ceratium fusus,Dinoflagellate,,1,20,250
1025,Ceratium fusus,Dinoflagellate,,2,20,500
1025,Ceratium fusus,Dinoflagellate,,5,20,1250
1026,Ceratium fusus,Dinoflagellate,,2,20,500
1027,Ceratium fusus,Dinoflagellate,,4,20,1000
1043,Ceratium fusus,Dinoflagellate,,108,20,27000
1055,Ceratium fusus,Dinoflagellate,,7,20,1750
1109,Ceratium fusus,Dinoflagellate,,4,20,1000
1110,Ceratium fusus,Dinoflagellate,,1,20,250
1111,Ceratium fusus,Dinoflagellate,,5,20,1250
1116,Ceratium fusus,Dinoflagellate,,1,20,250
1118,Ceratium fusus,Dinoflagellate,,2,20,500
1120,Ceratium fusus,Dinoflagellate,,5,20,1250
1121,Ceratium fusus,Dinoflagellate,,34,20,8500
1124,Ceratium fusus,Dinoflagellate,,18,10,9000
1125,Ceratium fusus,Dinoflagellate,,9,10,4500
1126,Ceratium fusus,Dinoflagellate,,16,10,8000
1127,Ceratium fusus,Dinoflagellate,,12,10,6000
1130,Ceratium fusus,Dinoflagellate,,19,10,9500
1131,Ceratium fusus,Dinoflagellate,,9,10,4500
1132,Ceratium fusus,Dinoflagellate,,3,10,1500
1133,Ceratium fusus,Dinoflagellate,,2,10,1000
1134,Ceratium fusus,Dinoflagellate,,2,10,1000
1135,Ceratium fusus,Dinoflagellate,,6,10,3000
1136,Ceratium fusus,Dinoflagellate,,3,20,750
1137,Ceratium fusus,Dinoflagellate,,1,20,250
1138,Ceratium fusus,Dinoflagellate,,17,20,4250
1139,Ceratium fusus,Dinoflagellate,,14,10,7000
1140,Ceratium fusus,Dinoflagellate,,3,20,750
1141,Ceratium fusus,Dinoflagellate,,17,20,4250
1142,Ceratium fusus,Dinoflagellate,,8,10,4000
1144,Ceratium fusus,Dinoflagellate,,97,20,24250
1145,Ceratium fusus,Dinoflagellate,,50,10,25000
1146,Ceratium fusus,Dinoflagellate,,11,10,5500
1146,Ceratium fusus,Dinoflagellate,,54,10,27000
1147,Ceratium fusus,Dinoflagellate,,2,20,500
1148,Ceratium fusus,Dinoflagellate,,71,20,17750
1149,Ceratium fusus,Dinoflagellate,,16,20,4000
1155,Ceratium fusus,Dinoflagellate,,66,5,66000
1158,Ceratium fusus,Dinoflagellate,,46,20,11500
1159,Ceratium fusus,Dinoflagellate,,110,20,27500
1160,Ceratium fusus,Dinoflagellate,,95,20,23750
1161,Ceratium fusus,Dinoflagellate,,73,20,18250
1167,Ceratium fusus,Dinoflagellate,,133,10,66500
1169,Ceratium fusus,Dinoflagellate,,12,15,4000
1171,Ceratium fusus,Dinoflagellate,,11,20,2750
1172,Ceratium fusus,Dinoflagellate,,8,20,2000
1173,Ceratium fusus,Dinoflagellate,,9,20,2250
1174,Ceratium fusus,Dinoflagellate,,7,20,1750
1175,Ceratium fusus,Dinoflagellate,,8,20,2000
1176,Ceratium fusus,Dinoflagellate,,4,20,1000
1177,Ceratium fusus,Dinoflagellate,,0,20,0
1186,Ceratium fusus,Dinoflagellate,,2,20,500
1188,Ceratium fusus,Dinoflagellate,,4,20,1000
1190,Ceratium fusus,Dinoflagellate,,2,20,500
1191,Ceratium fusus,Dinoflagellate,,1,20,250
1193,Ceratium fusus,Dinoflagellate,,2,20,500
1196,Ceratium fusus,Dinoflagellate,,3,20,750
1203,Ceratium fusus,Dinoflagellate,,1,45,111
1259,Ceratium fusus,Dinoflagellate,,2,150,67
1308,Ceratium fusus,Dinoflagellate,,1,50,100
1309,Ceratium fusus,Dinoflagellate,,1,50,100
1246,Ceratium horridum,Dinoflagellate,,1,24,42
1278,Ceratium horridum,Dinoflagellate,,1,150,33
1313,Ceratium horridum,Dinoflagellate,,1,20,250
1126,Ceratium lineatum,Dinoflagellate,,1,10,500
1325,Ceratium lineatum,Dinoflagellate,,1,47,106
1262,Ceratium longipes,Dinoflagellate,,1,150,33
1,Ceratium tripos,Dinoflagellate,, 1 ,20,50
10,Ceratium tripos,Dinoflagellate,, 3 ,20,150
11,Ceratium tripos,Dinoflagellate,, 3 ,20,150
12,Ceratium tripos,Dinoflagellate,, 2 ,20,100
18,Ceratium tripos,Dinoflagellate,, 2 ,20,100
19,Ceratium tripos,Dinoflagellate,, 1 ,20,50
20,Ceratium tripos,Dinoflagellate,, 7 ,20,350
21,Ceratium tripos,Dinoflagellate,, 2 ,20,100
22,Ceratium tripos,Dinoflagellate,, 2 ,20,100
23,Ceratium tripos,Dinoflagellate,, 1 ,20,50
27,Ceratium tripos,Dinoflagellate,, 1 ,20,50
28,Ceratium tripos,Dinoflagellate,, 1 ,20,50
31,Ceratium tripos,Dinoflagellate,, 1 ,20,50
32,Ceratium tripos,Dinoflagellate,, 1 ,20,50
35,Ceratium tripos,Dinoflagellate,, 3 ,20,150
36,Ceratium tripos,Dinoflagellate,, 3 ,20,150
37,Ceratium tripos,Dinoflagellate,, 3 ,20,150
43,Ceratium tripos,Dinoflagellate,, 1 ,20,50
47,Ceratium tripos,Dinoflagellate,, 2 ,20,100
51,Ceratium tripos,Dinoflagellate,, 3 ,20,150
52,Ceratium tripos,Dinoflagellate,, 1 ,20,50
63,Ceratium tripos,Dinoflagellate,, 2 ,20,100
64,Ceratium tripos,Dinoflagellate,, 1 ,20,50
175,Ceratium tripos,Dinoflagellate,, 1 ,20,50
193,Ceratium tripos,Dinoflagellate,, 1 ,20,50
207,Ceratium tripos,Dinoflagellate,, 1 ,20,50
213,Ceratium tripos,Dinoflagellate,, 1 ,20,50
272,Ceratium tripos,Dinoflagellate,, 1 ,20,50
275,Ceratium tripos,Dinoflagellate,, 1 ,20,50
380,Ceratium tripos,Dinoflagellate,, 1 ,20,50
396,Ceratium tripos,Dinoflagellate,, 2 ,20,100
401,Ceratium tripos,Dinoflagellate,, 1 ,20,50
538,Ceratium tripos,Dinoflagellate,, 1 ,10,100
570,Ceratium tripos,Dinoflagellate,, 1 ,20,50
573,Ceratium tripos,Dinoflagellate,, 1 ,20,50
575,Ceratium tripos,Dinoflagellate,, 1 ,20,50
996,Ceratium tripos,Dinoflagellate,,1,20,250
1130,Ceratium tripos,Dinoflagellate,,1,10,500
1207,Ceratium tripos,Dinoflagellate,,1,11,455
1212,Ceratium tripos,Dinoflagellate,,2,20,500
1218,Ceratium tripos,Dinoflagellate,,2,20,500
1243,Ceratium tripos,Dinoflagellate,,1,100,10
1,Chaetoceros,Diatom,, 2 ,20,100
2,Chaetoceros,Diatom,, 6 ,20,300
3,Chaetoceros,Diatom,, 3 ,20,150
4,Chaetoceros,Diatom,, 1 ,20,50
5,Chaetoceros,Diatom,, 5 ,20,250
6,Chaetoceros,Diatom,, 9 ,20,450
7,Chaetoceros,Diatom,, 1 ,20,50
8,Chaetoceros,Diatom,, 7 ,20,350
10,Chaetoceros,Diatom,, 4 ,20,200
11,Chaetoceros,Diatom,, 4 ,20,200
15,Chaetoceros,Diatom,, 3 ,20,150
16,Chaetoceros,Diatom,, 4 ,20,200
17,Chaetoceros,Diatom,, 24 ,20,1200
18,Chaetoceros,Diatom,, 69 ,20,3450
19,Chaetoceros,Diatom,, 45 ,20,2250
20,Chaetoceros,Diatom,, 56 ,20,2800
21,Chaetoceros,Diatom,, 17 ,20,850
22,Chaetoceros,Diatom,, 15 ,20,750
23,Chaetoceros,Diatom,, 19 ,20,950
27,Chaetoceros,Diatom,, 1 ,20,50
31,Chaetoceros,Diatom,, 2 ,20,100
32,Chaetoceros,Diatom,, 3 ,20,150
33,Chaetoceros,Diatom,, 5 ,20,250
34,Chaetoceros,Diatom,, 2 ,20,100
35,Chaetoceros,Diatom,, 1 ,20,50
36,Chaetoceros,Diatom,, 2 ,20,100
37,Chaetoceros,Diatom,, 2 ,20,100
38,Chaetoceros,Diatom,, 2 ,20,100
39,Chaetoceros,Diatom,, 5 ,20,250
40,Chaetoceros,Diatom,, 5 ,20,250
41,Chaetoceros,Diatom,, 1 ,20,50
42,Chaetoceros,Diatom,, 4 ,20,200
43,Chaetoceros,Diatom,, 2 ,20,100
46,Chaetoceros,Diatom,, 2 ,20,100
47,Chaetoceros,Diatom,, 4 ,20,200
48,Chaetoceros,Diatom,, 13 ,20,650
49,Chaetoceros,Diatom,, 3 ,20,150
50,Chaetoceros,Diatom,, 11 ,20,550
51,Chaetoceros,Diatom,, 10 ,20,500
63,Chaetoceros,Diatom,, 5 ,20,250
148,Chaetoceros,Diatom,, 2 ,20,100
149,Chaetoceros,Diatom,, 4 ,20,200
150,Chaetoceros,Diatom,, 3 ,20,150
152,Chaetoceros,Diatom,, 3 ,20,150
154,Chaetoceros,Diatom,, 2 ,20,100
164,Chaetoceros,Diatom,, 1 ,20,50
186,Chaetoceros,Diatom,, 5 ,20,250
187,Chaetoceros,Diatom,, 3 ,20,150
192,Chaetoceros,Diatom,, 5 ,20,250
193,Chaetoceros,Diatom,, 2 ,20,100
194,Chaetoceros,Diatom,, 2 ,20,100
195,Chaetoceros,Diatom,, 3 ,20,150
196,Chaetoceros,Diatom,, 1 ,20,50
197,Chaetoceros,Diatom,, 1 ,20,50
202,Chaetoceros,Diatom,, 7 ,20,350
203,Chaetoceros,Diatom,, 2 ,20,100
206,Chaetoceros,Diatom,, 7 ,20,350
213,Chaetoceros,Diatom,, 1 ,20,50
214,Chaetoceros,Diatom,, 2 ,20,100
228,Chaetoceros,Diatom,, 7 ,20,350
230,Chaetoceros,Diatom,, 4 ,20,200
232,Chaetoceros,Diatom,, 3 ,20,150
236,Chaetoceros,Diatom,, 10 ,20,500
237,Chaetoceros,Diatom,, 3 ,20,150
238,Chaetoceros,Diatom,, 6 ,20,300
239,Chaetoceros,Diatom,, 4 ,20,200
256,Chaetoceros,Diatom,, 1 ,20,50
264,Chaetoceros,Diatom,, 1 ,20,50
267,Chaetoceros,Diatom,, 6 ,20,300
269,Chaetoceros,Diatom,, 2 ,20,100
270,Chaetoceros,Diatom,, 1 ,20,50
271,Chaetoceros,Diatom,, 5 ,20,250
272,Chaetoceros,Diatom,, 2 ,20,100
273,Chaetoceros,Diatom,, 4 ,20,200
274,Chaetoceros,Diatom,, 1 ,20,50
275,Chaetoceros,Diatom,, 2 ,20,100
377,Chaetoceros,Diatom,, 1 ,20,50
388,Chaetoceros,Diatom,, 3 ,20,150
389,Chaetoceros,Diatom,, 1 ,20,50
390,Chaetoceros,Diatom,, 3 ,20,150
392,Chaetoceros,Diatom,, 1 ,20,50
393,Chaetoceros,Diatom,, 3 ,20,150
395,Chaetoceros,Diatom,, 3 ,20,150
396,Chaetoceros,Diatom,, 3 ,20,150
399,Chaetoceros,Diatom,, 1 ,20,50
402,Chaetoceros,Diatom,, 1 ,20,50
959,Chaetoceros,Diatom,MECH,1,20,250
1043,Chaetoceros,Diatom,,1,20,250
1112,Chaetoceros,Diatom,,6,20,1500
1124,Chaetoceros,Diatom,,1,10,500
1125,Chaetoceros,Diatom,,1,10,500
1134,Chaetoceros,Diatom,,1,10,500
1136,Chaetoceros,Diatom,,2,20,500
1139,Chaetoceros,Diatom,,1,10,500
1217,Chaetoceros,Diatom,,4,20,1000
1221,Chaetoceros,Diatom,,1,20,250
1227,Chaetoceros,Diatom,,1,8,625
1229,Chaetoceros,Diatom,,1,40,125
1230,Chaetoceros,Diatom,,8,40,1000
1231,Chaetoceros,Diatom,,8,40,1000
1232,Chaetoceros,Diatom,,2,40,250
1233,Chaetoceros,Diatom,,1,40,125
1234,Chaetoceros,Diatom,,3,40,375
1235,Chaetoceros,Diatom,,6,40,150
1236,Chaetoceros,Diatom,,4,30,133
1238,Chaetoceros,Diatom,,4,10,400
1239,Chaetoceros,Diatom,,3,9,333
1240,Chaetoceros,Diatom,,3,9,333
1241,Chaetoceros,Diatom,,41,100,410
1242,Chaetoceros,Diatom,,57,50,1140
1243,Chaetoceros,Diatom,,26,100,260
1244,Chaetoceros,Diatom,,112,200,560
1245,Chaetoceros,Diatom,,123,100,1230
1246,Chaetoceros,Diatom,,13,24,542
1247,Chaetoceros,Diatom,,177,328,540
1248,Chaetoceros,Diatom,,9,24,375
1249,Chaetoceros,Diatom,,18,200,450
1250,Chaetoceros,Diatom,,3,150,100
1251,Chaetoceros,Diatom,,3,200,75
1252,Chaetoceros,Diatom,,4,100,200
1253,Chaetoceros,Diatom,,12,150,400
1254,Chaetoceros,Diatom,,2,150,67
1255,Chaetoceros,Diatom,,16,150,533
1256,Chaetoceros,Diatom,,14,100,700
1257,Chaetoceros,Diatom,,40,200,1000
1258,Chaetoceros,Diatom,,16,200,400
1259,Chaetoceros,Diatom,,31,150,1033
1260,Chaetoceros,Diatom,,7,150,233
1261,Chaetoceros,Diatom,,1,200,25
1262,Chaetoceros,Diatom,,13,150,433
1263,Chaetoceros,Diatom,,35,150,1167
1264,Chaetoceros,Diatom,,71,150,2367
1265,Chaetoceros,Diatom,,9,200,225
1266,Chaetoceros,Diatom,,9,200,225
1267,Chaetoceros,Diatom,,9,150,300
1268,Chaetoceros,Diatom,,2,200,50
1269,Chaetoceros,Diatom,,4,150,133
1270,Chaetoceros,Diatom,,22,150,733
1271,Chaetoceros,Diatom,,57,110,2591
1272,Chaetoceros,Diatom,,28,110,1273
1273,Chaetoceros,Diatom,,13,150,433
1274,Chaetoceros,Diatom,,12,110,545
1275,Chaetoceros,Diatom,,19,110,864
1276,Chaetoceros,Diatom,,15,150,500
1277,Chaetoceros,Diatom,,12,37,1622
1278,Chaetoceros,Diatom,,4,150,133
1279,Chaetoceros,Diatom,,3,100,150
1280,Chaetoceros,Diatom,,9,100,450
1281,Chaetoceros,Diatom,,6,100,300
1282,Chaetoceros,Diatom,,1,150,33
1283,Chaetoceros,Diatom,,4,100,200
1284,Chaetoceros,Diatom,,1,50,100
1289,Chaetoceros,Diatom,,12,30,2000
1290,Chaetoceros,Diatom,,8,100,400
1291,Chaetoceros,Diatom,,1,50,100
1292,Chaetoceros,Diatom,,14,33,2121
1293,Chaetoceros,Diatom,,32,66,2424
1294,Chaetoceros,Diatom,,6,49,612
1295,Chaetoceros,Diatom,,4,39,513
1296,Chaetoceros,Diatom,,11,48,1146
1298,Chaetoceros,Diatom,,2,23,435
1299,Chaetoceros,Diatom,,1,43,116
1300,Chaetoceros,Diatom,,1,43,116
1301,Chaetoceros,Diatom,,5,42,595
1302,Chaetoceros,Diatom,,2,40,250
1303,Chaetoceros,Diatom,,3,36,417
1305,Chaetoceros,Diatom,,1,35,143
1306,Chaetoceros,Diatom,,20,52,1923
1307,Chaetoceros,Diatom,,9,57,789
1308,Chaetoceros,Diatom,,122,50,12200
1309,Chaetoceros,Diatom,,141,50,14100
1310,Chaetoceros,Diatom,,247,54,22870
1311,Chaetoceros,Diatom,,198,32,30938
1313,Chaetoceros,Diatom,,200,20,50000
1315,Chaetoceros,Diatom,,148,72,10278
1317,Chaetoceros,Diatom,,64,53,6038
1319,Chaetoceros,Diatom,,7,47,745
1320,Chaetoceros,Diatom,,11,33,1667
1321,Chaetoceros,Diatom,,21,47,2234
1322,Chaetoceros,Diatom,,9,39,1154
1323,Chaetoceros,Diatom,,4,36,556
1325,Chaetoceros,Diatom,,3,47,319
1326,Chaetoceros,Diatom,,2,41,244
1328,Chaetoceros,Diatom,,1,29,172
1330,Chaetoceros,Diatom,,1,28,179
1331,Chaetoceros,Diatom,,4,67,299
1275,Chaetoceros conyolutus,Diatom,,5,110,227
1111,Chaetoceros debilis,Diatom,,3,20,750
1274,Chaetoceros didymus,Diatom,,6,110,273
1275,Chaetoceros didymus,Diatom,,2,110,91
1275,Chaetoceros radicans,Diatom,,4,110,182
154,Chaetoceros similis,Diatom,, 5 ,20,250
155,Chaetoceros similis,Diatom,, 3 ,20,150
156,Chaetoceros similis,Diatom,, 1 ,20,50
1112,Chaetoceros similis,Diatom,,1,20,250
1274,Chaetoceros similis,Diatom,,4,110,182
1275,Chaetoceros similis,Diatom,,3,110,136
1200,Closterium navicula,Diatom,,2,125,80
1244,Coscinodiscus,Diatom,,99,200,495
1245,Coscinodiscus,Diatom,,60,100,600
187,Coscinodiscus granii,Diatom,, 4 ,20,200
191,Coscinodiscus granii,Diatom,, 4 ,20,200
192,Coscinodiscus granii,Diatom,, 2 ,20,100
194,Coscinodiscus granii,Diatom,, 3 ,20,150
195,Coscinodiscus granii,Diatom,, 4 ,20,200
196,Coscinodiscus granii,Diatom,, 5 ,20,250
197,Coscinodiscus granii,Diatom,, 7 ,20,350
212,Coscinodiscus granii,Diatom,, 1 ,20,50
214,Coscinodiscus granii,Diatom,, 3 ,20,150
263,Coscinodiscus granii,Diatom,, 2 ,20,100
267,Coscinodiscus granii,Diatom,, 7 ,20,350
268,Coscinodiscus granii,Diatom,, 3 ,20,150
269,Coscinodiscus granii,Diatom,, 6 ,20,300
270,Coscinodiscus granii,Diatom,, 6 ,20,300
271,Coscinodiscus granii,Diatom,, 8 ,20,400
272,Coscinodiscus granii,Diatom,, 3 ,20,150
273,Coscinodiscus granii,Diatom,, 8 ,20,400
274,Coscinodiscus granii,Diatom,, 5 ,20,250
275,Coscinodiscus granii,Diatom,, 6 ,20,300
276,Coscinodiscus granii,Diatom,, 5 ,20,250
298,Coscinodiscus granii,Diatom,, 2 ,20,100
374,Coscinodiscus granii,Diatom,, 4 ,20,200
389,Coscinodiscus granii,Diatom,, 2 ,20,100
390,Coscinodiscus granii,Diatom,, 4 ,20,200
391,Coscinodiscus granii,Diatom,, 4 ,20,200
392,Coscinodiscus granii,Diatom,, 4 ,20,200
393,Coscinodiscus granii,Diatom,, 4 ,20,200
394,Coscinodiscus granii,Diatom,, 2 ,20,100
395,Coscinodiscus granii,Diatom,, 2 ,20,100
398,Coscinodiscus granii,Diatom,, 2 ,20,100
399,Coscinodiscus granii,Diatom,, 3 ,20,150
400,Coscinodiscus granii,Diatom,, 4 ,20,200
401,Coscinodiscus granii,Diatom,, 2 ,20,100
402,Coscinodiscus granii,Diatom,, 3 ,20,150
403,Coscinodiscus granii,Diatom,, 3 ,20,150
572,Coscinodiscus granii,Diatom,, 2 ,20,100
573,Coscinodiscus granii,Diatom,, 3 ,20,150
959,Coscinodiscus granii,Diatom,,2,20,500
961,Coscinodiscus granii,Diatom,,1,20,250
962,Coscinodiscus granii,Diatom,,1,20,250
981,Coscinodiscus granii,Diatom,,1,20,250
1187,Coscinodiscus granii,Diatom,,4,20,1000
